"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",0.0145095991081799,-0.0108446534059454,-0.010869462131085,-0.0108929432598965,-0.0109087666055999,-0.0109423347081131,-0.0110516743426813,-0.0110990020736223,-0.011212934339205,-0.0114209388402335,-0.0117076984365923,-0.0122126438198355,-0.00571876666888036
"2",-0.0108446534059454,0.0236902485303688,0.0108695659228976,0.0108694052217967,0.0108692969293421,0.0108690671946019,0.0108683188915801,0.0108679949881372,0.0108672152538812,0.0108657917042481,0.0108638291673023,0.0108603734016267,-3.91383270686061e-05
"3",-0.010869462131085,0.0108695659228976,0.0272630078432615,0.0108695645553216,0.0108695641072021,0.0108695631565484,0.0108695600600335,0.0108695587197051,0.0108695554931262,0.0108695496024075,0.0108695414813327,0.0108695271812036,-1.6195633066461e-07
"4",-0.0108929432598965,0.0108694052217967,0.0108695645553216,0.0371855048360708,0.0108698169874977,0.010870032577943,0.0108707348094884,0.0108710387708631,0.0108717704984864,0.0108731064030994,0.0108749481106861,0.010878191111984,3.67286608514283e-05
"5",-0.0109087666055999,0.0108692969293421,0.0108695641072021,0.0108698169874977,0.0493315258587456,0.0108703489092857,0.0108715264437785,0.0108720361403388,0.0108732631352258,0.0108755032421695,0.0108785915030475,0.010884029518348,6.15883255450501e-05
"6",-0.0109423347081131,0.0108690671946019,0.0108695631565484,0.0108700325779429,0.0108703489092857,0.0453537786044207,0.010873205839622,0.0108741519887461,0.0108764296579085,0.0108805879657875,0.0108863207008149,0.010896415282207,0.000114326336110232
"7",-0.0110516743426813,0.0108683188915801,0.0108695600600335,0.0108707348094883,0.0108715264437785,0.010873205839622,0.0431367405644931,0.010881043831726,0.0108867438075641,0.0108971501715913,0.0109114966147367,0.0109367587866891,0.000286107115223001
"8",-0.0110990020736223,0.0108679949881372,0.0108695587197051,0.0108710387708631,0.0108720361403388,0.0108741519887461,0.010881043831726,0.0358840269703795,0.0108912082938569,0.0109043191329946,0.0109223940252227,0.0109542214984759,0.000360462535622784
"9",-0.011212934339205,0.0108672152538812,0.0108695554931262,0.0108717704984864,0.0108732631352258,0.0108764296579085,0.0108867438075642,0.0108912082938569,0.0431600201884866,0.0109215770069369,0.0109486274118858,0.0109962595653245,0.00053945868304137
"10",-0.0114209388402335,0.0108657917042481,0.0108695496024075,0.0108731064030994,0.0108755032421695,0.0108805879657875,0.0108971501715913,0.0109043191329946,0.0109215770069369,0.0509530844595433,0.010996521329164,0.0110730078602374,0.000866249378718386
"11",-0.0117076984365923,0.0108638291673023,0.0108695414813327,0.0108749481106861,0.0108785915030475,0.0108863207008149,0.0109114966147367,0.0109223940252227,0.0109486274118858,0.010996521329164,0.077729215607343,0.0111788147536539,0.00131677024496317
"12",-0.0122126438198355,0.0108603734016267,0.0108695271812036,0.010878191111984,0.010884029518348,0.010896415282207,0.0109367587866891,0.0109542214984759,0.0109962595653245,0.0110730078602374,0.0111788147536539,0.154222269430957,0.00211007737174673
"13",-0.00571876666888036,-3.91383270686056e-05,-1.61956330664126e-07,3.67286608514288e-05,6.15883255450508e-05,0.000114326336110233,0.000286107115223002,0.000360462535622785,0.000539458683041371,0.000866249378718387,0.00131677024496317,0.00211007737174673,0.00898461201030506
